Date,Ticker,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Histogram,ROC,SMA_10,SMA_20,SMA_50,SMA_100,Close_1d_ago,Close_2d_ago,Close_3d_ago,Close_4d_ago,Close_5d_ago,Close_Change,Close_Change_Pct,Volume_1d_ago,Volume_Change,Volume_Change_Pct
2022-10-31,AAPL,150.95706176757812,151.84308459846838,149.55913065750443,150.7798662143987,97943200,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-10-31,META,92.58921813964844,98.71147226150374,92.0326440684618,97.61821340931347,121361400,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-10-31,NDAQ,59.64173126220703,59.91004121558461,59.26800912728245,59.41174869113413,2623800,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-10-31,SPY,370.64520263671875,372.7469449961324,369.7335065035816,370.86594386693673,96631300,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2022-11-01,AAPL,148.30886840820312,153.0342786292701,146.81250027183614,152.67003329657965,80379300,,-0.21125189191596405,-0.042250378383192816,-0.16900151353277124,,,,,,150.95706176757812,,,,,-2.648193359375,-1.7542692792022585,97943200.0,-17563900.0,-17.93274060884268
2022-11-01,META,94.61671447753906,96.89268474774352,92.97682995655298,93.75204974814274,110189600,,0.16173759960381062,0.032347519920762124,0.1293900796830485,,,,,,92.58921813964844,,,,,2.027496337890625,2.1897758493139463,121361400.0,-11171800.0,-9.205398091979822
2022-11-01,NDAQ,59.74713897705078,60.34125912416779,59.22009997692045,59.95795603928257,1724500,,0.00840859263710314,0.0016817185274206282,0.006726874109682512,,,,,,59.64173126220703,,,,,0.10540771484375,0.17673483417230962,2623800.0,-899300.0,-34.27471606067536
2022-11-01,SPY,369.0234375,374.65689505707206,367.8430265107033,374.4169703145076,85407600,,-0.12937157785790987,-0.025874315571581975,-0.1034972622863279,,,,,,370.64520263671875,,,,,-1.62176513671875,-0.4375519027851271,96631300.0,-11223700.0,-11.614973616209245
2022-11-02,AAPL,142.77621459960938,149.80525751264736,142.7466820050657,146.63529551052576,93604600,,-0.8157065054483041,-0.19694160379621511,-0.6187649016520891,,,,,,148.30886840820312,150.95706176757812,,,,-5.53265380859375,-3.7304942502600413,80379300.0,13225300.0,16.453614301194452
2022-11-02,META,89.98527526855469,94.61672017151474,89.92564530642848,93.63278788318068,71821100,,-0.08284760939599778,0.009308494057410143,-0.09215610345340793,,,,,,94.61671447753906,92.58921813964844,,,,-4.631439208984375,-4.894948249427777,110189600.0,-38368500.0,-34.82043677443243
